file,algo,n,seed_idx,fidelity,noise_impact,transpile_s,sim_s,error
grover_indep_none_5_s0.qasm,grover,5,0,0.828267244669721,0.17173275533027899,0.139,1.389,
grover_indep_none_6_s0.qasm,grover,6,0,0.47697405192660536,0.5230259480733946,0.171,2.098,
qaoa_indep_none_3_s0.qasm,qaoa,3,0,0.9967195221974348,0.0032804778025652404,0.099,1.294,
qaoa_indep_none_4_s0.qasm,qaoa,4,0,0.9966289593277665,0.003371040672233483,0.114,1.369,
qaoa_indep_none_5_s0.qasm,qaoa,5,0,0.9901530636007538,0.009846936399246164,0.106,1.277,
qaoa_indep_none_6_s0.qasm,qaoa,6,0,0.9777301956407303,0.02226980435926973,0.111,1.353,
qft_indep_none_3_s0.qasm,qft,3,0,0.9998971078254835,0.00010289217451653343,0.104,1.262,
qft_indep_none_4_s0.qasm,qft,4,0,0.9992834814897196,0.0007165185102804283,0.114,1.231,
qft_indep_none_5_s0.qasm,qft,5,0,0.9985853313442513,0.0014146686557486854,0.099,1.267,
qft_indep_none_6_s0.qasm,qft,6,0,0.9894634946118923,0.010536505388107686,0.105,1.5,
qftentangled_indep_none_3_s0.qasm,qftentangled,3,0,0.9704301412014052,0.02956985879859475,0.1,1.313,
qftentangled_indep_none_4_s0.qasm,qftentangled,4,0,0.9707956622146189,0.029204337785381118,0.101,1.282,
qftentangled_indep_none_5_s0.qasm,qftentangled,5,0,0.9396539768092472,0.06034602319075277,0.112,1.142,
qftentangled_indep_none_6_s0.qasm,qftentangled,6,0,0.9380435331281902,0.06195646687180978,0.103,1.264,
qnn_indep_none_3_s0.qasm,qnn,3,0,0.9982211313131238,0.001778868686876156,0.097,1.425,
qnn_indep_none_4_s0.qasm,qnn,4,0,0.9821659127335235,0.017834087266476506,0.115,1.292,
qnn_indep_none_5_s0.qasm,qnn,5,0,0.9786970732357692,0.021302926764230845,0.112,1.39,
qnn_indep_none_6_s0.qasm,qnn,6,0,0.9201042893469392,0.07989571065306078,0.11,1.326,
qpeexact_indep_none_3_s0.qasm,qpeexact,3,0,0.9394531250000001,0.06054687499999989,0.103,1.242,
qpeexact_indep_none_4_s0.qasm,qpeexact,4,0,0.9355468749999999,0.06445312500000011,0.108,1.534,
qpeexact_indep_none_5_s0.qasm,qpeexact,5,0,0.9013671875000001,0.09863281249999989,0.105,1.281,
qpeexact_indep_none_6_s0.qasm,qpeexact,6,0,0.8828125,0.1171875,0.106,1.218,
qpeinexact_indep_none_3_s0.qasm,qpeinexact,3,0,0.995223234722832,0.004776765277167971,0.105,1.256,
qpeinexact_indep_none_4_s0.qasm,qpeinexact,4,0,0.9925187678819541,0.007481232118045855,0.11,1.14,
qpeinexact_indep_none_5_s0.qasm,qpeinexact,5,0,0.9818241698186492,0.018175830181350827,0.111,1.309,
qpeinexact_indep_none_6_s0.qasm,qpeinexact,6,0,0.9406990501676361,0.05930094983236389,0.281,1.391,
qwalk_indep_none_3_s0.qasm,qwalk,3,0,0.8670325716940139,0.13296742830598607,0.107,1.086,
qwalk_indep_none_4_s0.qasm,qwalk,4,0,0.7044240426676306,0.2955759573323694,0.119,1.339,
qwalk_indep_none_5_s0.qasm,qwalk,5,0,0.2929820696192676,0.7070179303807325,0.147,1.644,
qwalk_indep_none_6_s0.qasm,qwalk,6,0,0.2197349551660566,0.7802650448339434,0.28,2.493,
randomcircuit_indep_none_3_s0.qasm,randomcircuit,3,0,0.9208254704296178,0.07917452957038218,0.118,1.272,
randomcircuit_indep_none_4_s0.qasm,randomcircuit,4,0,0.8619302163858532,0.1380697836141468,0.125,1.221,
randomcircuit_indep_none_5_s0.qasm,randomcircuit,5,0,0.8668635684653733,0.13313643153462673,0.148,1.385,
randomcircuit_indep_none_6_s0.qasm,randomcircuit,6,0,0.6973339355978755,0.3026660644021245,0.14,1.307,
vqe_real_amp_indep_none_3_s0.qasm,vqe_real_amp,3,0,0.9928278594437407,0.007172140556259254,0.109,1.272,
vqe_real_amp_indep_none_4_s0.qasm,vqe_real_amp,4,0,0.9746668756688291,0.025333124331170853,0.102,1.233,
vqe_real_amp_indep_none_5_s0.qasm,vqe_real_amp,5,0,0.9734805445934565,0.026519455406543546,0.119,1.253,
vqe_real_amp_indep_none_6_s0.qasm,vqe_real_amp,6,0,0.9170090676739512,0.08299093232604882,0.096,1.258,
vqe_su2_indep_none_3_s0.qasm,vqe_su2,3,0,0.9869793217350733,0.0130206782649267,0.099,1.264,
vqe_su2_indep_none_4_s0.qasm,vqe_su2,4,0,0.9829371856091405,0.01706281439085955,0.103,1.27,
vqe_su2_indep_none_5_s0.qasm,vqe_su2,5,0,0.9876746183146087,0.012325381685391323,0.103,1.282,
vqe_su2_indep_none_6_s0.qasm,vqe_su2,6,0,0.9407776295845778,0.05922237041542222,0.106,1.318,
wstate_indep_none_3_s0.qasm,wstate,3,0,0.9355299103506896,0.06447008964931045,0.1,1.042,
wstate_indep_none_4_s0.qasm,wstate,4,0,0.900333702003997,0.09966629799600302,0.114,1.22,
wstate_indep_none_5_s0.qasm,wstate,5,0,0.8759033748460798,0.12409662515392017,0.103,1.228,
wstate_indep_none_6_s0.qasm,wstate,6,0,0.7408953708089371,0.2591046291910629,0.105,1.228,
