file,algo,level,target,n,seed_idx,transpile_s,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions
dj_indep_none_10_s0.qasm,dj,indep,none,10,0,0.019,11.0,88.0,171.0,25.0,0.18181818181818182,0.84,0.14619883040935672,0.09431818181818181,0.2024793388429752,0.13919414688829637,1.9979130088488306,4.618033988749897,0.030141429713897855,15.636363636363651,-8.881784197001252e-16,25.636363636363644,2.5455927419876554,0.3088386096715965,1.980144399375317,0.17200000000000007,2.5,4.0,3.2203935355195026,0.18181818181818182,6.0,0.0,1.0,3.0,0.5123966942148761,-0.02040816326530606,0.0,8.466666666666667,1.0216106337680833,4.0,8.0,0.0,0.9659090909090909,1.0
dj_indep_none_11_s0.qasm,dj,indep,none,11,0,0.02,12.0,90.0,176.0,24.0,0.16666666666666666,1.0,0.13636363636363635,0.08686868686868686,0.18518518518518517,0.08615393766395442,2.082933885940774,4.501091202914362,0.019140678066725585,20.33333333333333,1.3322676295501878e-15,29.666666666666686,2.707463151012508,0.22015398857817675,1.9107700205458424,0.31060606060606055,2.1818181818181817,4.0,3.313878391170229,0.16666666666666666,8.0,0.0,1.0,3.0,0.638888888888889,-0.8082191780821907,0.0,4.538461538461538,1.0123475028645088,4.0,7.5,0.0,0.9666666666666667,1.0
dj_indep_none_12_s0.qasm,dj,indep,none,12,0,0.019,13.0,107.0,210.0,32.0,0.15384615384615385,0.90625,0.1523809523809524,0.08021806853582554,0.17397555715312724,0.08908557417276199,2.1670565509567448,4.637870108132303,0.019208294345405302,21.846153846153847,2.220446049250313e-15,31.692307692307708,2.8688346056683125,0.2852492022448406,2.096606975637637,0.21354166666666666,2.6666666666666665,4.0,3.3945216476777165,0.15384615384615385,8.0,0.0,1.0,3.0,0.5917159763313611,-0.35000000000000026,0.0,6.6,1.0546939327977674,4.0,8.23076923076923,0.0,0.8411214953271028,1.0
dj_indep_none_3_s0.qasm,dj,indep,none,3,0,0.015,3.0,13.0,20.0,2.0,0.6666666666666666,1.0,0.1,0.2692307692307693,0.5641025641025641,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,0.9999999999999997,0.5623351446188083,0.0,1.0,1.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,0.0,0.926506603289533,3.0,4.333333333333333,0.0,0.7692307692307693,1.0
dj_indep_none_4_s0.qasm,dj,indep,none,4,0,0.012,4.0,17.0,29.0,3.0,0.5,1.0,0.10344827586206896,0.2352941176470588,0.47058823529411764,1.0,0.8675632284814614,3.999999999999999,0.25000000000000006,2.2499999999999996,2.220446049250313e-16,8.999999999999995,0.6931471805599456,1.0,0.8675632284814614,0.0,1.0,1.0,2.178059299995943,0.5,2.0,0.0,1.0,3.0,0.75,-1.0,0.0,0.0,0.9299473006147054,3.0,4.25,0.0,0.8235294117647058,1.0
dj_indep_none_5_s0.qasm,dj,indep,none,5,0,0.017,5.0,32.0,53.0,7.0,0.4,1.0,0.1320754716981132,0.1640625,0.375,0.5188056959079843,1.135661100788891,4.170086486626033,0.12441125563507048,3.6000000000000005,-2.220446049250313e-16,11.2,1.0650519544690489,0.9087620536352575,1.0487572365957178,0.25,1.75,3.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,7.666666666666667,1.033794372630774,4.0,6.4,5.022205648990508e-17,0.90625,1.0
dj_indep_none_6_s0.qasm,dj,indep,none,6,0,0.017,6.0,44.0,83.0,11.0,0.3333333333333333,1.0,0.13253012048192772,0.1772727272727273,0.3560606060606061,0.381966011250105,1.3460094733920611,4.302775637731996,0.08877200286730272,5.166666666666669,-2.220446049250313e-16,13.333333333333341,1.391973082710117,0.7907429304583713,1.2197383909424997,0.29090909090909084,2.2,4.0,2.5957997780338693,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555557,-0.3333333333333341,0.0,9.333333333333334,1.043491950823694,4.0,7.333333333333333,0.0,0.5909090909090909,1.0
dj_indep_none_7_s0.qasm,dj,indep,none,7,0,0.021,7.0,59.0,107.0,15.0,0.2857142857142857,1.0,0.14018691588785046,0.13559322033898305,0.29539951573849876,0.2603226902583534,1.5210554306127204,4.334200531542925,0.060062447125786664,7.142857142857145,-1.1102230246251565e-15,15.42857142857142,1.6835295940800572,0.6539868073180896,1.3934029832355952,0.27777777777777785,2.5,4.0,2.752839537108431,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.3333333333333326,0.0,5.777777777777778,1.008352095241702,4.0,8.428571428571429,0.0,0.9491525423728814,1.0
dj_indep_none_8_s0.qasm,dj,indep,none,8,0,0.018,9.0,74.0,133.0,19.0,0.2222222222222222,1.0,0.14285714285714285,0.09966216216216217,0.22822822822822822,0.16575681568607803,1.78045583474822,4.490863615361031,0.036909786153181245,11.333333333333343,-2.220446049250313e-15,21.55555555555555,2.142385226390503,0.46246024814008696,1.5863344386129308,0.3092105263157895,2.375,4.0,3.0179710420512835,0.2222222222222222,6.0,0.0,1.0,3.0,0.6172839506172839,-0.6410256410256411,0.0,4.545454545454546,1.0301004186866332,4.0,8.222222222222221,0.0,0.9594594594594594,1.0
dj_indep_none_9_s0.qasm,dj,indep,none,9,0,0.019,9.0,69.0,122.0,17.0,0.2222222222222222,1.0,0.13934426229508196,0.0960144927536232,0.22383252818035426,0.1708386118039077,1.797980953004669,4.444234390187248,0.03844050443899063,11.55555555555556,-3.552713678800501e-15,19.555555555555554,2.1735409921797464,0.32734892331607063,1.7047794773923426,0.2279411764705882,2.125,4.0,3.008456584176086,0.2222222222222222,6.0,0.0,1.0,3.0,0.3950617283950617,0.0,0.0,7.0,1.0407885215947759,4.0,7.666666666666667,0.0,0.9565217391304348,1.0
full_adder_indep_none_10_s0.qasm,full_adder,indep,none,10,0,0.035,10.0,404.0,684.0,112.0,0.2,0.9285714285714286,0.16374269005847952,0.077007700770077,0.19702970297029704,0.11724609716064402,1.9143778974568766,4.372130133633964,0.02681669885777007,14.99999999999999,8.881784197001252e-16,21.60000000000001,2.3878642185985632,0.8836917996779333,1.8169002884379502,0.2063492063492064,12.444444444444445,18.0,3.1146743445525775,0.2,8.0,0.0,1.0,3.0,0.36000000000000004,-0.3333333333333347,0.0,21.58252427184466,1.111355127077179,4.0,40.4,0.11724609716064402,0.31683168316831684,1.0
full_adder_indep_none_12_s0.qasm,full_adder,indep,none,12,0,0.042,12.0,496.0,852.0,141.0,0.16666666666666666,0.900709219858156,0.16549295774647887,0.06524926686217009,0.16683467741935484,0.06814834742186461,2.1259701193677225,3.931851652578134,0.017332380120999583,23.833333333333073,1.7763568394002505e-14,23.66666666666664,2.786362912295246,0.7102541217759265,2.038385191703007,0.19213410702772407,12.818181818181818,18.0,3.2911002302538686,0.16666666666666666,11.0,0.0,1.0,2.0,0.13888888888888892,-0.10000000000000504,0.0,25.5,1.1357767954178934,4.0,41.333333333333336,0.06814834742186461,0.32661290322580644,1.0
full_adder_indep_none_4_s0.qasm,full_adder,indep,none,4,0,0.021,4.0,72.0,120.0,16.0,0.5,1.0,0.13333333333333333,0.22222222222222224,0.4722222222222222,0.585786437626905,0.9141778554279378,3.4142135623730945,0.17157287525380993,2.5,-4.440892098500626e-16,6.999999999999997,0.7630691209796603,2.55969349108945,0.7439290060866879,0.2916666666666667,5.333333333333333,10.0,2.1559086920711485,0.5,3.0,0.0,1.0,2.0,0.25,-0.4999999999999988,0.0,8.76923076923077,1.0710272402739605,4.0,18.0,3.960290235698816e-17,0.5833333333333334,1.0
full_adder_indep_none_6_s0.qasm,full_adder,indep,none,6,0,0.021,6.0,186.0,315.0,49.0,0.3333333333333333,0.9183673469387755,0.15555555555555556,0.13870967741935486,0.32616487455197135,0.381966011250105,1.3460094733920611,4.302775637731996,0.08877200286730272,5.166666666666669,-2.220446049250313e-16,13.333333333333341,1.391973082710117,1.1160502982564515,1.1867698495945391,0.22857142857142865,9.8,14.0,2.5957997780338693,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555556,-0.3333333333333341,0.0,11.840909090909092,1.0915968919773773,4.0,31.0,0.381966011250105,0.46236559139784944,1.0
full_adder_indep_none_8_s0.qasm,full_adder,indep,none,8,0,0.028,8.0,311.0,534.0,87.0,0.25,0.9195402298850575,0.16292134831460675,0.1024345429490124,0.24959807073954984,0.1522409349774265,1.693569178721476,3.8477590650225735,0.03956612989658004,10.499999999999998,4.440892098500626e-16,15.5,1.9844184338755935,0.9583946184938174,1.5725487631402033,0.2331691297208538,12.428571428571429,18.0,2.876614899748463,0.25,7.0,0.0,1.0,2.0,0.1875,-0.16666666666667096,0.0,16.6,1.1017520304450406,4.0,38.875,0.1522409349774265,0.33440514469453375,1.0
ghz_indep_none_10_s0.qasm,ghz,indep,none,10,0,0.013,10.0,27.0,67.0,9.0,0.2,1.0,0.13432835820895522,0.1646090534979424,0.2814814814814815,0.09788696740969298,1.9329587270371453,3.902113032590307,0.025085630936916632,16.49999999999999,0.0,19.599999999999994,2.4213097118430476,0.09788696740969298,1.9329587270371453,0.0,1.0,1.0,3.105180342329984,0.2,9.0,0.0,1.0,2.0,0.16000000000000003,-0.12499999999999775,0.0,0.0,1.1919363784364807,4.0,2.7,0.0,0.9629629629629629,1.0
ghz_indep_none_11_s0.qasm,ghz,indep,none,11,0,0.015,11.0,32.0,79.0,10.0,0.18181818181818182,1.0,0.12658227848101267,0.146875,0.2528409090909091,0.08101405277100467,2.0341129072632507,3.918985947228995,0.020672197824104836,20.000000000000092,-9.769962616701378e-15,21.63636363636364,2.6114107391047825,0.08101405277100467,2.0341129072632507,0.0,1.0,1.0,3.202454853151658,0.18181818181818182,10.0,0.0,1.0,2.0,0.1487603305785124,-0.11111111111111192,0.0,0.0,1.1612459173247849,4.0,2.909090909090909,0.0,0.90625,1.0
ghz_indep_none_12_s0.qasm,ghz,indep,none,12,0,0.018,12.0,34.0,87.0,11.0,0.16666666666666666,1.0,0.12643678160919541,0.14171122994652405,0.24019607843137256,0.06814834742186346,2.1259701193677225,3.931851652578137,0.017332380120999278,23.83333333333333,-4.440892098500626e-16,23.666666666666664,2.786362912295246,0.06814834742186346,2.1259701193677225,0.0,1.0,1.0,3.2911002302538686,0.16666666666666666,11.0,0.0,1.0,2.0,0.13888888888888892,-0.10000000000000504,0.0,0.0,1.145228664889988,4.0,2.8333333333333335,0.0,0.9117647058823529,1.0
ghz_indep_none_3_s0.qasm,ghz,indep,none,3,0,0.011,3.0,10.0,19.0,2.0,0.6666666666666666,1.0,0.10526315789473684,0.44999999999999996,0.7,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,0.9999999999999997,0.5623351446188083,0.0,1.0,1.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,0.0,1.0937704472491416,4.0,3.3333333333333335,0.0,0.7,1.0
ghz_indep_none_4_s0.qasm,ghz,indep,none,4,0,0.01,4.0,11.0,23.0,3.0,0.5,1.0,0.13043478260869565,0.3636363636363636,0.5909090909090909,0.585786437626905,0.9141778554279378,3.4142135623730945,0.17157287525380993,2.5,-4.440892098500626e-16,6.999999999999997,0.7630691209796603,0.585786437626905,0.9141778554279378,0.0,1.0,1.0,2.1559086920711485,0.5,3.0,0.0,1.0,2.0,0.25,-0.4999999999999988,0.0,0.0,1.1928702910903022,4.0,2.75,0.0,0.9090909090909091,1.0
ghz_indep_none_5_s0.qasm,ghz,indep,none,5,0,0.014,5.0,13.0,29.0,4.0,0.4,1.0,0.13793103448275862,0.3076923076923077,0.5076923076923077,0.3819660112501052,1.1729838118904259,3.6180339887498953,0.10557280900008412,3.9999999999999996,2.220446049250313e-16,9.200000000000003,1.1247682922315043,0.3819660112501052,1.1729838118904259,0.0,1.0,1.0,2.3901669543082593,0.4,4.0,0.0,1.0,2.0,0.24,-0.3333333333333333,0.0,0.0,1.2147665452093637,4.0,2.6,0.0,0.9230769230769231,1.0
ghz_indep_none_6_s0.qasm,ghz,indep,none,6,0,0.013,6.0,18.0,41.0,5.0,0.3333333333333333,1.0,0.12195121951219512,0.25555555555555554,0.42592592592592593,0.2679491924311227,1.378164372501056,3.7320508075688767,0.07179676972449084,5.833333333333333,0.0,11.333333333333332,1.4455645812251086,0.2679491924311227,1.378164372501056,0.0,1.0,1.0,2.579830499327949,0.3333333333333333,5.0,0.0,1.0,2.0,0.2222222222222223,-0.250000000000004,0.0,0.0,1.1502335930988756,4.0,3.0,0.0,0.8333333333333334,1.0
ghz_indep_none_7_s0.qasm,ghz,indep,none,7,0,0.017,7.0,19.0,45.0,6.0,0.2857142857142857,1.0,0.13333333333333333,0.22807017543859645,0.38345864661654133,0.19806226419516176,1.5482623649637581,3.801937735804839,0.05209508360168703,7.999999999999998,2.220446049250313e-16,13.428571428571429,1.7301700529675506,0.19806226419516176,1.5482623649637581,0.0,1.0,1.0,2.739192650176053,0.2857142857142857,6.0,0.0,1.0,2.0,0.20408163265306126,-0.19999999999999687,0.0,0.0,1.1923733813096349,4.0,2.7142857142857144,0.0,0.9473684210526315,1.0
ghz_indep_none_8_s0.qasm,ghz,indep,none,8,0,0.013,8.0,26.0,63.0,7.0,0.25,1.0,0.1111111111111111,0.20329670329670327,0.33653846153846156,0.1522409349774265,1.693569178721476,3.8477590650225735,0.03956612989658004,10.499999999999998,4.440892098500626e-16,15.5,1.9844184338755935,0.1522409349774265,1.693569178721476,0.0,1.0,1.0,2.876614899748463,0.25,7.0,0.0,1.0,2.0,0.1875,-0.16666666666667096,0.0,0.0,1.050776492859209,4.0,3.25,0.0,0.9615384615384616,1.0
ghz_indep_none_9_s0.qasm,ghz,indep,none,9,0,0.014,9.0,23.0,57.0,8.0,0.2222222222222222,1.0,0.14035087719298245,0.18478260869565216,0.3140096618357488,0.12061475842818312,1.8204105224212266,3.8793852415718173,0.031091204125763345,13.333333333333341,-4.440892098500626e-16,17.55555555555556,2.213415782253626,0.12061475842818312,1.8204105224212266,0.0,1.0,1.0,2.9974137257344693,0.2222222222222222,8.0,0.0,1.0,2.0,0.1728395061728395,-0.14285714285714285,0.0,0.0,1.2130763827425173,4.0,2.5555555555555554,0.0,0.9565217391304348,1.0
graphstate_indep_none_10_s0.qasm,graphstate,indep,none,10,0,0.041,10.0,35.0,156.0,22.0,0.17777777777777778,0.36363636363636365,0.14102564102564102,0.38412698412698415,0.5085714285714286,0.0,1.8482521816516901,3.999999999999999,0.0,8.083333333333332,0.8754687373538994,20.39999999999999,2.2051976838495273,2.229193265739712e-16,1.8131397546618708,0.15909090909090906,2.75,4.0,3.0456673204660576,0.17777777777777778,5.0,0.0,2.0,3.0,0.44000000000000006,-0.8064516129032258,0.0,9.214285714285714,1.110623456968286,4.0,3.5,0.0,1.0,1.0
graphstate_indep_none_10_s1.qasm,graphstate,indep,none,10,1,0.042,10.0,29.0,141.0,19.0,0.15555555555555556,0.3157894736842105,0.1347517730496454,0.4291187739463601,0.5517241379310345,0.0,1.7721393884375285,3.999999999999999,0.0,4.916666666666666,1.280933845462064,18.399999999999995,2.0099340125428418,0.0,1.7355469165474395,0.16541353383458648,2.7142857142857144,4.0,2.972560320896806,0.15555555555555556,2.0,0.0,3.0,3.0,0.44000000000000006,-0.8064516129032256,0.0,8.083333333333334,1.0762795654588493,4.0,2.9,0.0,1.0,1.0
graphstate_indep_none_10_s2.qasm,graphstate,indep,none,10,2,0.047,10.0,39.0,146.0,20.0,0.17777777777777778,0.45,0.136986301369863,0.30484330484330485,0.4256410256410256,0.0,1.8482521816516901,3.999999999999999,0.0,8.083333333333332,0.8754687373538994,20.39999999999999,2.2051976838495273,0.0,1.8087614524619784,0.13749999999999996,2.5,4.0,3.0456673204660576,0.17777777777777778,5.0,0.0,2.0,3.0,0.44000000000000006,-0.8064516129032258,0.0,10.5,1.1163774275407377,4.0,3.9,0.0,1.0,1.0
graphstate_indep_none_11_s0.qasm,graphstate,indep,none,11,0,0.025,13.0,47.0,158.0,20.0,0.16666666666666666,0.5,0.12658227848101267,0.19680851063829788,0.29132569558101473,0.22012135900815474,2.2438375695263812,4.383866548633086,0.050211692478820964,13.756410256410286,2.4849066497879915,27.999999999999996,3.1013807779328713,0.24972417346950093,2.1105728234454197,0.2769230769230769,1.5384615384615385,4.0,3.4290545041363485,0.16666666666666666,7.0,0.0,1.0,3.0,0.15384615384615385,-0.5599999999999956,0.0,4.571428571428571,1.051301524643062,4.0,3.6153846153846154,0.0,0.8085106382978723,1.0
graphstate_indep_none_11_s1.qasm,graphstate,indep,none,11,1,0.03,12.0,36.0,124.0,14.0,0.18181818181818182,0.5714285714285714,0.11290322580645161,0.22222222222222224,0.3194444444444444,0.26794919243112153,2.1766541697504724,3.9999999999999996,0.0669872981077804,11.916666666666696,2.4849066497879915,24.000000000000007,2.967013978381053,0.2679491924311236,2.1120719834899786,0.13095238095238093,1.1666666666666667,3.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0707922773342182,4.0,3.0,0.0,0.8055555555555556,1.0
graphstate_indep_none_11_s2.qasm,graphstate,indep,none,11,2,0.028,15.0,47.0,207.0,27.0,0.14285714285714285,0.37037037037037035,0.13043478260869565,0.243161094224924,0.33191489361702126,0.12877293568254156,2.387370870170148,4.494368301480171,0.02865206566184876,19.366666666666656,2.484906649788004,31.999999999999986,3.388447379220406,0.19121200882694503,2.2999557745569987,0.26172839506172835,1.8,3.0,3.567183088870847,0.14285714285714285,9.0,0.0,1.0,3.0,0.13333333333333333,-0.03448275862068995,0.0,6.833333333333333,0.983687918664858,4.0,3.1333333333333333,0.0,0.851063829787234,1.0
graphstate_indep_none_12_s0.qasm,graphstate,indep,none,12,0,0.052,12.0,44.0,203.0,30.0,0.15151515151515152,0.3333333333333333,0.1477832512315271,0.32851239669421484,0.4412878787878788,4.3986045280957573e-17,2.0410671106503147,4.228328215946636,1.0402703630023196e-17,11.02857142857143,1.0704414117014123,26.666666666666664,2.5504024781405406,1.3781532863373422e-15,1.9796608257155406,0.2133333333333333,3.0,6.0,3.250205152061526,0.15151515151515152,5.0,0.0,2.0,3.0,0.5555555555555555,-0.6666666666666673,0.0,8.4,1.0637397432738402,4.0,3.6666666666666665,4.3986045280957573e-17,1.0,1.0
graphstate_indep_none_12_s1.qasm,graphstate,indep,none,12,1,0.018,12.0,25.0,112.0,12.0,0.18181818181818182,0.4166666666666667,0.10714285714285714,0.3163636363636364,0.41333333333333333,0.26794919243112153,2.1766541697504724,3.9999999999999996,0.0669872981077804,11.916666666666696,2.4849066497879915,24.000000000000007,2.967013978381053,0.26794919243112153,2.1766541697504724,0.0,1.0,1.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.021816172517627,4.0,2.0833333333333335,0.0,0.72,1.0
graphstate_indep_none_12_s2.qasm,graphstate,indep,none,12,2,0.017,12.0,21.0,112.0,12.0,0.18181818181818182,0.3333333333333333,0.10714285714285714,0.3939393939393939,0.49206349206349204,0.26794919243112153,2.1766541697504724,3.9999999999999996,0.0669872981077804,11.916666666666696,2.4849066497879915,24.000000000000007,2.967013978381053,0.26794919243112153,2.1766541697504724,0.0,1.0,1.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.047582380655088,4.0,1.75,0.0,0.7619047619047619,1.0
graphstate_indep_none_3_s0.qasm,graphstate,indep,none,3,0,0.014,3.0,28.0,49.0,6.0,0.6666666666666666,1.0,0.12244897959183673,0.375,0.6547619047619048,1.0,0.5623351446188083,3.0,0.3333333333333333,1.3333333333333333,0.0,4.666666666666667,0.3662040962227032,2.5358983848622456,0.5157067364635544,0.16666666666666674,3.0,4.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,7.5,1.074039702738816,4.0,9.333333333333334,1.0,0.35714285714285715,1.0
graphstate_indep_none_4_s0.qasm,graphstate,indep,none,4,0,0.016,4.0,30.0,52.0,7.0,0.5,1.0,0.1346153846153846,0.24444444444444446,0.49166666666666664,1.0,0.8675632284814614,3.999999999999999,0.25000000000000006,2.2499999999999996,2.220446049250313e-16,8.999999999999995,0.6931471805599456,1.9999999999999998,0.8521506638285983,0.09523809523809519,2.3333333333333335,3.0,2.178059299995943,0.5,2.0,0.0,1.0,3.0,0.75,-1.0,0.0,10.75,1.0302109660905023,4.0,7.5,1.0,0.4666666666666667,1.0
graphstate_indep_none_4_s2.qasm,graphstate,indep,none,4,2,0.014,4.0,32.0,54.0,7.0,0.5,1.0,0.12962962962962962,0.22916666666666666,0.4765625,1.0,0.8675632284814614,3.999999999999999,0.25000000000000006,2.2499999999999996,2.220446049250313e-16,8.999999999999995,0.6931471805599456,1.9999999999999998,0.8521506638285983,0.09523809523809519,2.3333333333333335,3.0,2.178059299995943,0.5,2.0,0.0,1.0,3.0,0.75,-1.0,0.0,11.5,1.0692740489549244,4.0,8.0,1.0,0.4375,1.0
