file,algo,level,target,n,seed_idx,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions
ghz_indep_none_11_s0.qasm,ghz,indep,none,11,0,11.0,12.0,11.0,10.0,0.18181818181818182,1.0,0.9090909090909091,0.0,0.24242424242424243,0.08101405277100515,2.034112907263251,3.9189859472289945,0.020672197824104965,20.000000000000007,0.0,21.636363636363633,2.611410739104783,0.08101405277100515,2.034112907263251,0.0,1.0,1.0,3.202454853151658,0.18181818181818182,10.0,0.0,1.0,2.0,0.14876033057851237,-0.11111111111111192,0.0,0.0,0.30463609734923813,2.0,1.0909090909090908,0.0,0.9166666666666666,1.0
ghz_indep_none_12_s0.qasm,ghz,indep,none,12,0,12.0,13.0,12.0,11.0,0.16666666666666666,1.0,0.9166666666666666,0.0,0.22435897435897437,0.06814834742186346,2.1259701193677225,3.931851652578137,0.017332380120999278,23.83333333333333,-4.440892098500626e-16,23.666666666666664,2.786362912295246,0.06814834742186346,2.1259701193677225,0.0,1.0,1.0,3.2911002302538686,0.16666666666666666,11.0,0.0,1.0,2.0,0.13888888888888887,-0.10000000000000504,0.0,0.0,0.2868359830561607,2.0,1.0833333333333333,0.0,0.9230769230769231,1.0
ghz_indep_none_3_s0.qasm,ghz,indep,none,3,0,3.0,4.0,3.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,0.9999999999999997,0.5623351446188083,0.0,1.0,1.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,0.0,0.6365141682948128,2.0,1.3333333333333333,0.0,0.75,1.0
ghz_indep_none_4_s0.qasm,ghz,indep,none,4,0,4.0,5.0,4.0,3.0,0.5,1.0,0.75,0.0,0.55,0.585786437626905,0.9141778554279378,3.4142135623730945,0.17157287525380993,2.5,-4.440892098500626e-16,6.999999999999997,0.7630691209796603,0.585786437626905,0.9141778554279378,0.0,1.0,1.0,2.1559086920711485,0.5,3.0,0.0,1.0,2.0,0.25,-0.4999999999999988,0.0,0.0,0.5623351446188083,2.0,1.25,0.0,0.8,1.0
ghz_indep_none_5_s0.qasm,ghz,indep,none,5,0,5.0,6.0,5.0,4.0,0.4,1.0,0.8,0.0,0.4666666666666667,0.3819660112501052,1.1729838118904259,3.6180339887498953,0.10557280900008412,3.9999999999999996,2.220446049250313e-16,9.200000000000003,1.1247682922315043,0.3819660112501052,1.1729838118904259,0.0,1.0,1.0,2.3901669543082593,0.4,4.0,0.0,1.0,2.0,0.24,-0.3333333333333333,0.0,0.0,0.5004024235381879,2.0,1.2,0.0,0.8333333333333334,1.0
ghz_indep_none_6_s0.qasm,ghz,indep,none,6,0,6.0,7.0,6.0,5.0,0.3333333333333333,1.0,0.8333333333333334,0.0,0.40476190476190477,0.2679491924311227,1.378164372501056,3.7320508075688767,0.07179676972449084,5.833333333333333,0.0,11.333333333333332,1.4455645812251086,0.2679491924311227,1.378164372501056,0.0,1.0,1.0,2.579830499327949,0.3333333333333333,5.0,0.0,1.0,2.0,0.2222222222222222,-0.250000000000004,0.0,0.0,0.45056120886630463,2.0,1.1666666666666667,0.0,0.8571428571428571,1.0
ghz_indep_none_7_s0.qasm,ghz,indep,none,7,0,7.0,8.0,7.0,6.0,0.2857142857142857,1.0,0.8571428571428571,0.0,0.35714285714285715,0.19806226419516176,1.5482623649637581,3.801937735804839,0.05209508360168703,7.999999999999998,2.220446049250313e-16,13.428571428571429,1.7301700529675506,0.19806226419516176,1.5482623649637581,0.0,1.0,1.0,2.739192650176053,0.2857142857142857,6.0,0.0,1.0,2.0,0.20408163265306126,-0.19999999999999687,0.0,0.0,0.410116318288409,2.0,1.1428571428571428,0.0,0.875,1.0
ghz_indep_none_8_s0.qasm,ghz,indep,none,8,0,8.0,9.0,8.0,7.0,0.25,1.0,0.875,0.0,0.3194444444444444,0.1522409349774265,1.693569178721476,3.8477590650225735,0.03956612989658004,10.499999999999998,4.440892098500626e-16,15.5,1.9844184338755935,0.1522409349774265,1.693569178721476,0.0,1.0,1.0,2.876614899748463,0.25,7.0,0.0,1.0,2.0,0.1875,-0.16666666666667096,0.0,0.0,0.37677016125643675,2.0,1.125,0.0,0.8888888888888888,1.0
ghz_indep_none_9_s0.qasm,ghz,indep,none,9,0,9.0,10.0,9.0,8.0,0.2222222222222222,1.0,0.8888888888888888,0.0,0.28888888888888886,0.12061475842818312,1.8204105224212266,3.8793852415718173,0.031091204125763345,13.333333333333341,-4.440892098500626e-16,17.55555555555556,2.213415782253626,0.12061475842818312,1.8204105224212266,0.0,1.0,1.0,2.9974137257344693,0.2222222222222222,8.0,0.0,1.0,2.0,0.1728395061728395,-0.14285714285714285,0.0,0.0,0.34883209584303193,2.0,1.1111111111111112,0.0,0.9,1.0
graphstate_indep_none_10_s0.qasm,graphstate,indep,none,10,0,10.0,5.0,20.0,10.0,0.2222222222222222,0.3,0.5,0.3333333333333333,0.8,8.88851453337302e-16,1.9730014063936128,4.000000000000002,2.49309244403853e-16,4.166666666666668,4.053522567701846,20.000000000000004,2.559708451667335,8.88851453337302e-16,1.9730014063936128,0.0,1.0,1.0,3.1872243730702583,0.2222222222222222,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5,0.0,1.0,1.0
graphstate_indep_none_10_s1.qasm,graphstate,indep,none,10,1,10.0,5.0,20.0,10.0,0.2222222222222222,0.3,0.5,0.3333333333333333,0.8,0.0,1.920676592017158,3.9999999999999996,0.0,2.5833333333333335,4.864452783918174,19.999999999999993,2.4550588229144252,0.0,1.920676592017158,0.0,1.0,1.0,3.287432064581373,0.2222222222222222,2.0,0.6,3.0,2.0,0.0,0.0,2.0,0.0,0.6931471805599453,2.0,0.5,0.0,1.0,1.0
graphstate_indep_none_10_s2.qasm,graphstate,indep,none,10,2,10.0,5.0,20.0,10.0,0.2222222222222222,0.3,0.5,0.3333333333333333,0.8,8.071595944018589e-17,1.973001406393613,4.000000000000001,2.017898986004647e-17,4.166666666666664,4.053522567701848,20.0,2.559708451667335,8.071595944018589e-17,1.973001406393613,0.0,1.0,1.0,3.1872243730702587,0.2222222222222222,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5,0.0,1.0,1.0
graphstate_indep_none_11_s0.qasm,graphstate,indep,none,11,0,11.0,6.0,22.0,11.0,0.2,0.36363636363636365,0.5,0.26666666666666666,0.6666666666666666,0.3174929343376375,2.0892232257160095,3.9189859472289945,0.08101405277100518,9.999999999999995,2.3978952727983716,21.999999999999986,2.792152090312128,0.3174929343376375,2.0892232257160095,0.0,1.0,1.0,3.260993833902639,0.2,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,1.19506897656943e-16,0.8333333333333334,1.0
graphstate_indep_none_11_s1.qasm,graphstate,indep,none,11,1,11.0,7.0,22.0,11.0,0.2,0.45454545454545453,0.5,0.21428571428571427,0.5714285714285714,0.31749293433763703,2.0892232257160095,3.9189859472289954,0.08101405277100504,10.00000000000001,2.397895272798367,22.000000000000004,2.7921520903121277,0.31749293433763703,2.0892232257160095,0.0,1.0,1.0,3.260993833902638,0.2,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.6363636363636364,0.0,0.7142857142857143,1.0
graphstate_indep_none_11_s2.qasm,graphstate,indep,none,11,2,11.0,6.0,22.0,11.0,0.2,0.36363636363636365,0.5,0.26666666666666666,0.6666666666666666,0.3174929343376369,2.0892232257160095,3.918985947228996,0.08101405277100501,10.00000000000001,2.397895272798367,22.00000000000001,2.792152090312128,0.3174929343376369,2.0892232257160095,0.0,1.0,1.0,3.260993833902638,0.2,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,0.8333333333333334,1.0
graphstate_indep_none_12_s0.qasm,graphstate,indep,none,12,0,12.0,6.0,24.0,12.0,0.18181818181818182,0.3333333333333333,0.5,0.2727272727272727,0.6666666666666666,1.11640141504333e-15,2.165590336710678,3.801937735804839,2.9364011002326346e-16,6.0000000000000036,4.6257894731908245,23.999999999999996,2.944886312301465,1.11640141504333e-15,2.165590336710678,0.0,1.0,1.0,3.348374088876239,0.18181818181818182,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5,0.0,1.0,1.0
graphstate_indep_none_12_s1.qasm,graphstate,indep,none,12,1,12.0,7.0,24.0,12.0,0.18181818181818182,0.4166666666666667,0.5,0.22077922077922077,0.5714285714285714,0.2679491924311224,2.1766541697504724,4.0,0.0669872981077806,11.916666666666668,2.484906649788002,24.0,2.967013978381054,0.2679491924311224,2.1766541697504724,0.0,1.0,1.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5833333333333334,0.0,0.7142857142857143,1.0
graphstate_indep_none_12_s2.qasm,graphstate,indep,none,12,2,12.0,6.0,24.0,12.0,0.18181818181818182,0.3333333333333333,0.5,0.2727272727272727,0.6666666666666666,0.2679491924311216,2.1766541697504724,4.000000000000001,0.06698729810778038,11.916666666666686,2.484906649787994,24.000000000000014,2.967013978381053,0.2679491924311216,2.1766541697504724,0.0,1.0,1.0,3.34480421666691,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5,0.0,0.6666666666666666,1.0
graphstate_indep_none_3_s0.qasm,graphstate,indep,none,3,0,3.0,5.0,6.0,3.0,1.0,1.0,0.5,0.09999999999999998,0.8,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,3.0,0.6931471805599453,0.0,1.0,1.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,1.6666666666666667,0.0,0.6,1.0
graphstate_indep_none_4_s0.qasm,graphstate,indep,none,4,0,4.0,5.0,8.0,4.0,0.6666666666666666,0.75,0.5,0.20000000000000004,0.8,2.0,1.0397207708399179,3.9999999999999996,0.5000000000000001,1.25,1.3862943611198906,7.999999999999998,0.6931471805599454,2.0,1.0397207708399179,0.0,1.0,1.0,2.3536955519741114,0.6666666666666666,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.25,0.0,0.6,1.0
graphstate_indep_none_4_s2.qasm,graphstate,indep,none,4,2,4.0,5.0,8.0,4.0,0.6666666666666666,0.75,0.5,0.20000000000000004,0.8,1.999999999999999,1.0397207708399179,3.999999999999999,0.49999999999999983,1.2500000000000004,1.3862943611198897,7.9999999999999964,0.6931471805599456,1.999999999999999,1.0397207708399179,0.0,1.0,1.0,2.3536955519741114,0.6666666666666666,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.25,0.0,0.6,1.0
graphstate_indep_none_5_s0.qasm,graphstate,indep,none,5,0,5.0,6.0,10.0,5.0,0.5,0.8,0.5,0.16666666666666669,0.6666666666666666,1.3819660112501049,1.2826616662949935,3.6180339887498945,0.3819660112501051,2.000000000000001,1.6094379124340998,9.999999999999993,1.1790289714700966,1.3819660112501049,1.2826616662949935,0.0,1.0,1.0,2.5254235035082298,0.5,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.2,0.0,0.6666666666666666,1.0
graphstate_indep_none_5_s1.qasm,graphstate,indep,none,5,1,5.0,6.0,10.0,5.0,0.5,0.8,0.5,0.16666666666666669,0.6666666666666666,1.3819660112501049,1.2826616662949935,3.6180339887498936,0.3819660112501052,2.000000000000001,1.609437912434099,9.99999999999999,1.1790289714700968,1.3819660112501049,1.2826616662949935,0.0,1.0,1.0,2.5254235035082298,0.5,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.2,0.0,0.6666666666666666,1.0
graphstate_indep_none_5_s2.qasm,graphstate,indep,none,5,2,5.0,6.0,10.0,5.0,0.5,0.8,0.5,0.16666666666666669,0.6666666666666666,1.3819660112501049,1.2826616662949935,3.6180339887498953,0.38196601125010504,2.0000000000000004,1.6094379124341003,10.0,1.1790289714700963,1.3819660112501049,1.2826616662949935,0.0,1.0,1.0,2.52542350350823,0.5,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.2,0.0,0.6666666666666666,1.0
graphstate_indep_none_6_s0.qasm,graphstate,indep,none,6,0,6.0,5.0,12.0,6.0,0.4,0.5,0.5,0.27999999999999997,0.8,0.9999999999999991,1.4735023850806486,3.999999999999998,0.24999999999999992,2.916666666666668,1.7917594692280532,11.999999999999991,1.5607104090414068,0.9999999999999991,1.4735023850806486,0.0,1.0,1.0,2.6876239260353,0.4,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.8333333333333334,0.0,0.8,1.0
graphstate_indep_none_6_s1.qasm,graphstate,indep,none,6,1,6.0,6.0,12.0,6.0,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,1.0,1.4735023850806488,3.999999999999999,0.25000000000000006,2.9166666666666665,1.7917594692280554,11.999999999999993,1.5607104090414068,1.0,1.4735023850806488,0.0,1.0,1.0,2.6876239260352994,0.4,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,1.0,0.0,0.6666666666666666,1.0
graphstate_indep_none_6_s2.qasm,graphstate,indep,none,6,2,6.0,5.0,12.0,6.0,0.4,0.5,0.5,0.27999999999999997,0.8,0.9999999999999996,1.4735023850806486,4.0,0.2499999999999999,2.916666666666668,1.791759469228055,12.0,1.5607104090414066,0.9999999999999996,1.4735023850806486,0.0,1.0,1.0,2.6876239260353,0.4,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.8333333333333334,0.0,0.6,1.0
