preprocessing,method,k_or_eps,n_clusters,n_noise,silhouette,davies_bouldin,calinski_harabasz,purity,ari,nmi,bic
raw,GaussianMixture,9.0,9,0,0.6661888584175687,0.20482617663812855,21144.036553990092,0.24742268041237114,0.0272854902058708,0.20277368672454543,23992.900595333598
raw,GaussianMixture,10.0,10,0,0.5901900055244429,0.29033819213750384,26670.19312286924,0.26288659793814434,0.03402469822663962,0.2181524465315104,23515.329545071396
standardized,KMeans,2.0,2,0,0.31543910165722455,1.4456753661300337,75.70587241877848,0.24742268041237114,0.09273360149174979,0.2754929669555837,
standardized,KMeans,3.0,3,0,0.34007576446015314,1.4789233757484628,61.05690929545492,0.29896907216494845,0.16131644204484966,0.4451098431078579,
standardized,KMeans,4.0,4,0,0.3324747102622889,1.1404018678375794,76.54010196520117,0.32989690721649484,0.18239908028159543,0.49541968617344273,
standardized,KMeans,5.0,5,0,0.2957486554473838,1.2134552678508235,74.9454473962293,0.3402061855670103,0.19653706884863983,0.4457720680035393,
standardized,KMeans,6.0,6,0,0.30520461952339145,1.1798848862092035,75.46089371731381,0.35051546391752575,0.20443761387579895,0.46365085299822034,
standardized,KMeans,7.0,7,0,0.3480066288951028,0.9576290145219838,76.73446976117961,0.39690721649484534,0.21969406759805235,0.4994525237160733,
standardized,KMeans,8.0,8,0,0.3294167224002229,0.9817340065169249,78.3294284401134,0.39690721649484534,0.23712087856812447,0.5231872435070486,
standardized,KMeans,9.0,9,0,0.3333167419534752,0.9501191511167535,79.33356130362692,0.4020618556701031,0.19952696827909883,0.5269199668761162,
standardized,KMeans,10.0,10,0,0.353866504978941,0.9238754118947785,79.93049849417862,0.4329896907216495,0.22668518350462397,0.5667803724652262,
standardized,Agglomerative-Ward,2.0,2,0,0.300655052084384,1.4349050128224452,74.8696206393273,0.24742268041237114,0.12131259695474908,0.3661294660743573,
standardized,Agglomerative-Ward,3.0,3,0,0.32646460402405864,1.1189019299095158,78.30323421246067,0.27835051546391754,0.12961141632702683,0.3990970697028083,
standardized,Agglomerative-Ward,4.0,4,0,0.3097499111437941,1.190775581417753,73.11142848129936,0.30927835051546393,0.1510857732046408,0.4524719475136737,
standardized,Agglomerative-Ward,5.0,5,0,0.3099794550673069,1.0815517117798026,71.20707940048551,0.31958762886597936,0.1618546928351027,0.475959986393524,
standardized,Agglomerative-Ward,6.0,6,0,0.33032651906147925,1.1121983888591787,71.17495792491033,0.3711340206185567,0.21452035604586384,0.5085565886980056,
standardized,Agglomerative-Ward,7.0,7,0,0.3565458644922997,1.0146158124046565,71.54019740174425,0.4020618556701031,0.22275478508398114,0.5345673848268662,
standardized,Agglomerative-Ward,8.0,8,0,0.2914818827161239,1.085730994419909,70.8921421715428,0.4020618556701031,0.22870742558333668,0.5175862715174993,
standardized,Agglomerative-Ward,9.0,9,0,0.2943594972025771,0.9980787426597791,70.42975868533608,0.422680412371134,0.2433682157766798,0.5467885920064525,
standardized,Agglomerative-Ward,10.0,10,0,0.2995980628446081,0.932848920871483,71.2525166639494,0.422680412371134,0.23749989602934038,0.5502432561489822,
standardized,DBSCAN,0.5,0,194,,,,0.0,,,
standardized,DBSCAN,1.0,3,167,0.3652553290262792,0.8680370922252391,12.444188978372509,0.7037037037037037,0.4278430964519821,0.6615897158674896,
standardized,DBSCAN,1.5,6,104,0.3738261981526084,1.0884784804767442,53.25318879666483,0.7333333333333333,0.6259728043944116,0.7756099224247925,
standardized,DBSCAN,2.0,7,53,0.33225006690711845,0.8896503940775904,61.506558290486694,0.5390070921985816,0.37159532166799664,0.6877068939156169,
standardized,DBSCAN,2.5,7,18,0.31057619327380803,0.9514120135363934,47.02667142643062,0.44886363636363635,0.27865259219646793,0.6378077834275935,
standardized,DBSCAN,3.0,4,13,0.24676325078169253,1.2082558401486985,55.60285978613433,0.3425414364640884,0.20268840553986622,0.5367482763144985,
standardized,DBSCAN,3.5,3,9,0.10138883436533784,1.2305327884259003,29.798983777895405,0.2864864864864865,0.06680296518953881,0.33286579494244367,
standardized,DBSCAN,4.0,2,7,0.3012642287422266,1.1272282327352425,54.70492804018626,0.2620320855614973,0.056148263219494905,0.2866463759795628,
standardized,DBSCAN,4.5,0,6,,,,0.0,,,
standardized,DBSCAN,5.0,0,6,,,,0.0,,,
standardized,GaussianMixture,2.0,2,0,0.3124718764961082,1.4501894999272171,74.77110702281283,0.2422680412371134,0.08583024254052186,0.25773804964135333,-10986.943022153548
standardized,GaussianMixture,3.0,3,0,0.3491443890692788,1.451503253341831,60.72774407136629,0.29896907216494845,0.14207006320984295,0.42230264577215315,-16436.26970707579
standardized,GaussianMixture,4.0,4,0,0.27425969693953345,1.3804979356318108,56.33867036709537,0.28865979381443296,0.15109332974784903,0.43430767678885174,-19034.752086323275
standardized,GaussianMixture,5.0,5,0,0.302220014737587,1.0557609331708222,73.14177814556595,0.31443298969072164,0.15996224439643664,0.4635534709745094,-18003.381561308914
standardized,GaussianMixture,6.0,6,0,0.32585111269145717,1.108748121514877,74.89477774001071,0.36597938144329895,0.22123645504623424,0.48947198714778234,-19355.88763564693
standardized,GaussianMixture,7.0,7,0,0.35243248204220934,0.9974555746830368,75.54963160974607,0.39690721649484534,0.24072318965267123,0.5250071880700574,-17950.542238432612
standardized,GaussianMixture,8.0,8,0,0.3294167224002229,0.9817340065169249,78.3294284401134,0.39690721649484534,0.23712087856812447,0.5231872435070486,-17743.267999794498
standardized,GaussianMixture,9.0,9,0,0.3333167419534752,0.9501191511167535,79.33356130362692,0.4020618556701031,0.19952696827909883,0.5269199668761162,-15195.059896475403
standardized,GaussianMixture,10.0,10,0,0.3208757575997566,0.9712644522885139,76.05904793160575,0.41237113402061853,0.20573002771930984,0.5338969789311933,-13588.045490995304
PCA-7,KMeans,2.0,2,0,0.34804285442048116,1.3423774324408058,85.5982537076601,0.24742268041237114,0.09181423894951359,0.26687794110053065,
PCA-7,KMeans,3.0,3,0,0.36973828434647554,1.3650459440430247,70.31971526454133,0.29896907216494845,0.1767790837094086,0.4741431024572977,
PCA-7,KMeans,4.0,4,0,0.3773818923355604,1.036375311687631,93.36148481686764,0.32989690721649484,0.18239908028159543,0.49541968617344273,
PCA-7,KMeans,5.0,5,0,0.3310073552019307,0.981831011926182,96.0611349867818,0.30412371134020616,0.15090767040360087,0.40019129893292926,
PCA-7,KMeans,6.0,6,0,0.37021818863162453,0.8833765788890234,98.73700594474528,0.34536082474226804,0.1772637648913423,0.4390088371015212,
PCA-7,KMeans,7.0,7,0,0.4012577817564486,0.8005864341173276,105.81159688444957,0.3917525773195876,0.20256836804644038,0.4841912632924107,
PCA-7,KMeans,8.0,8,0,0.38332406015163595,0.850908324034811,110.47698774403717,0.39690721649484534,0.2283693649682459,0.5256042114530984,
PCA-7,KMeans,9.0,9,0,0.38777091756888965,0.7995159507258148,114.39495251777167,0.4072164948453608,0.19738826884349786,0.5324166967781615,
PCA-7,KMeans,10.0,10,0,0.3884711390729483,0.7675575819226772,116.3123945027182,0.4072164948453608,0.19334294136201197,0.5300131046531443,
PCA-7,Agglomerative-Ward,2.0,2,0,0.33321695382648786,1.323300994198931,84.32987556693055,0.24742268041237114,0.12131259695474908,0.3661294660743573,
PCA-7,Agglomerative-Ward,3.0,3,0,0.3627936851294041,1.0290669031262574,92.01709617567127,0.27835051546391754,0.12961141632702683,0.3990970697028083,
PCA-7,Agglomerative-Ward,4.0,4,0,0.3761412362453454,1.0288057716973953,93.0930861868628,0.32989690721649484,0.18377141816960527,0.5071495091532355,
PCA-7,Agglomerative-Ward,5.0,5,0,0.3538855450470371,1.0776797213075169,88.3724703222276,0.38144329896907214,0.24347151496643007,0.5435530047851578,
PCA-7,Agglomerative-Ward,6.0,6,0,0.35817142327839047,0.9566711476724775,90.06693321230442,0.3865979381443299,0.25314462769514756,0.549307523227905,
PCA-7,Agglomerative-Ward,7.0,7,0,0.3927999047033963,0.8458779845251584,95.43391594634842,0.4175257731958763,0.26615965035019196,0.577560605528744,
PCA-7,Agglomerative-Ward,8.0,8,0,0.3514664619333756,0.9127647668621892,96.22682185055685,0.4536082474226804,0.3793687229787852,0.6158837564566103,
PCA-7,Agglomerative-Ward,9.0,9,0,0.346226062016532,0.8903788852172521,98.46391811015187,0.4536082474226804,0.3327577795886642,0.6015185031459531,
PCA-7,Agglomerative-Ward,10.0,10,0,0.3478240432209277,0.8397921690425012,101.7571197914949,0.4536082474226804,0.3298665735622646,0.6058948499508887,
PCA-7,DBSCAN,0.5,0,194,,,,0.0,,,
PCA-7,DBSCAN,1.0,4,131,0.3313494023795493,0.9198988128909725,30.114456720979636,0.5238095238095238,0.3945464691303408,0.5728267384026354,
PCA-7,DBSCAN,1.5,5,62,0.38551596845424535,0.6855156441580986,83.3252944586163,0.44696969696969696,0.30382354546080015,0.5737171398941213,
PCA-7,DBSCAN,2.0,6,29,0.31022699766443923,0.9469928686811492,67.44372509788542,0.47878787878787876,0.2970140367277929,0.6306891035715374,
PCA-7,DBSCAN,2.5,5,9,0.25130350486714365,1.078007640208676,58.94369944468027,0.3621621621621622,0.2034261825103327,0.5518440148614058,
PCA-7,DBSCAN,3.0,2,6,0.3380453686798449,1.0229458427757372,63.00564510683636,0.26063829787234044,0.05564619424047167,0.28575611578808247,
PCA-7,DBSCAN,3.5,0,6,,,,0.0,,,
PCA-7,DBSCAN,4.0,0,6,,,,0.0,,,
PCA-7,DBSCAN,4.5,0,6,,,,0.0,,,
PCA-7,DBSCAN,5.0,2,2,0.4961440030761728,0.6225966719976916,22.126381952259788,0.16145833333333334,0.0040563231467891404,0.05073320489480583,
PCA-7,GaussianMixture,2.0,2,0,0.340533910043894,1.3447974026603806,84.71458576456976,0.25257731958762886,0.1055361643568938,0.30334881187894064,4195.652020528282
PCA-7,GaussianMixture,3.0,3,0,0.3823481598028518,1.380021995020629,69.54424291225102,0.29896907216494845,0.16136405891743016,0.46094190019751036,3700.7299411029085
PCA-7,GaussianMixture,4.0,4,0,0.3852293977650928,1.0246925297817056,92.63741787062814,0.32989690721649484,0.18373627946327198,0.5091384660898483,3142.361886518166
PCA-7,GaussianMixture,5.0,5,0,0.3570393357772258,0.9798955725914491,89.65192530096624,0.3402061855670103,0.18034731007202173,0.4872002315393408,2712.597522766241
PCA-7,GaussianMixture,6.0,6,0,0.3095877966885346,1.2055663728201649,84.29749953935789,0.36082474226804123,0.238835003417258,0.5453928035366528,2309.8911073568106
PCA-7,GaussianMixture,7.0,7,0,0.2314877739828345,1.688197644626219,73.8965334956622,0.4020618556701031,0.3086118010764294,0.5995047976338034,2109.074923207008
PCA-7,GaussianMixture,8.0,8,0,0.26923662033030227,1.1957529849158626,77.3965074883197,0.4020618556701031,0.24838265235820164,0.5622402334599024,2052.0368876555513
PCA-7,GaussianMixture,9.0,9,0,0.2856352735452186,1.0842586288390936,85.82581613583294,0.4072164948453608,0.25148470321020283,0.5744286540491047,1599.0845363678436
PCA-7,GaussianMixture,10.0,10,0,0.2915981203893643,1.0018045260465849,88.38278818855431,0.4175257731958763,0.23743885511893265,0.5832011273376743,1514.2742987411737
